team_id,cust_id,display_name,finish_position,finish_position_in_class,laps_lead,laps_complete,opt_laps_complete,interval,class_interval,average_lap,best_lap_num,best_lap_time,position,starting_position,starting_position_in_class,car_class_id,car_class_name,car_class_short_name,club_id,club_name,club_shortname,incidents,car_id,car_name,team_display_name,simsession_number,simsession_type,simsession_type_name,simsession_subtype,simsession_name,laps_complete_valid,average_lap_valid,speed_valid,time_valid,avg_lap,time,speed,total_session_time,percentage
-243684,176521,Tom R Dadswell,0,0,125,178,0,0,0,956359,278,921384,0,0,0,4029,GTP,GTP,36,UK and I,UK and I,8,159,BMW M Hybrid V8,Altitude Esports,0,6,Race,0,RACE,176,95.63592443,215.6653248,16831.9227,95.6359,17023.1902,215.6653799,42676.0007,39.44%
-243684,388214,Mark D Hutchinson,0,0,94,168,0,0,0,951957,322,924825,0,0,0,4029,GTP,GTP,36,UK and I,UK and I,3,159,BMW M Hybrid V8,Altitude Esports,0,6,Race,0,RACE,165,95.1957,216.6626508,15707.2905,95.1957,15992.8776,216.6626508,42676.0007,36.81%
-243684,259215,Bryan Loynes,0,0,96,101,0,0,0,956429,356,922109,0,0,0,4029,GTP,GTP,36,UK and I,UK and I,3,159,BMW M Hybrid V8,Altitude Esports,0,6,Race,0,RACE,99,95.6429101,215.6495728,9468.6481,95.6429,9659.9329,215.6495956,42676.0007,22.19%
-233878,20477,Albert Priem,1,1,88,239,0,-1,-1,975558,316,924769,1,2,2,4029,GTP,GTP,40,Benelux,Benelux,18,159,BMW M Hybrid V8,DLR x Sim-Lab \\ Orange,0,6,Race,0,RACE,235,97.45287617,211.6443713,22901.4259,97.5558,23315.8362,211.4210811,42676.0007,53.66%
-233878,722146,Yannick Gerards,1,1,39,204,0,-1,-1,956834,442,917470,1,2,2,4029,GTP,GTP,40,Benelux,Benelux,19,159,BMW M Hybrid V8,DLR x Sim-Lab \\ Orange,0,6,Race,0,RACE,200,95.683436,215.5582363,19136.6872,95.6834,19519.4136,215.5583174,42676.0007,44.84%
-145316,366068,Stephane Civeira Lareo,2,2,0,168,0,-1,-1,954274,384,924839,2,4,4,4029,GTP,GTP,38,Iberia,Iberia,6,159,BMW M Hybrid V8,Octopus Racing Team LMDH,0,6,Race,0,RACE,165,95.42735333,216.1366944,15745.5133,95.4274,16031.8032,216.1365887,42676.0007,36.90%
-145316,701793,David Marchal,2,2,0,152,0,-1,-1,960989,355,923653,2,4,4,4029,GTP,GTP,38,Iberia,Iberia,18,159,BMW M Hybrid V8,Octopus Racing Team LMDH,0,6,Race,0,RACE,148,95.44567162,216.0952126,14125.9594,96.0989,14607.0328,214.6263142,42676.0007,33.10%
-145316,380806,Rubén Palazón,2,2,2,117,0,-1,-1,973800,115,932635,2,4,4,4029,GTP,GTP,38,Iberia,Iberia,7,159,BMW M Hybrid V8,Octopus Racing Team LMDH,0,6,Race,0,RACE,111,97.02036216,212.5878758,10769.2602,97.38,11393.46,211.8027593,42676.0007,25.23%
-225873,387312,Gianpaolo Filippo Cristini,3,0,0,249,0,-1,0,992949,213,957453,3,7,1,58087,LMP2-PEC,LMP2-PEC,41,Italy,Italy,28,128,Dallara P217,centoquattro #104,0,6,Race,0,RACE,245,99.27754327,207.7544632,24322.9981,99.2949,24724.4301,207.7181477,42676.0007,56.99%
-225873,318720,Michele Sangalli,3,0,0,184,0,-1,0,992464,345,959196,3,7,1,58087,LMP2-PEC,LMP2-PEC,41,Italy,Italy,17,128,Dallara P217,centoquattro #104,0,6,Race,0,RACE,182,99.24638407,207.8196893,18062.8419,99.2464,18261.3376,207.819656,42676.0007,42.33%
-261365,512050,Alberto Gazapo,4,1,0,164,0,-1,226406,994765,418,952407,4,6,0,58087,LMP2-PEC,LMP2-PEC,38,Iberia,Iberia,14,128,Dallara P217,MRP by Fields Academy,0,6,Race,0,RACE,163,99.47647669,207.338995,16214.6657,99.4765,16314.146,207.3389464,42676.0007,37.99%
-261365,266382,Tobi Soriano,4,1,0,96,0,-1,226406,993239,274,958667,4,6,0,58087,LMP2-PEC,LMP2-PEC,24,Hispanoamérica,Hispanoamérica,15,128,Dallara P217,MRP by Fields Academy,0,6,Race,0,RACE,92,99.32529674,207.6545793,9137.9273,99.3239,9535.0944,207.6574994,42676.0007,21.41%
-261365,146313,Ruben Rodriguez,4,1,0,74,0,-1,226406,984616,335,964935,4,6,0,58087,LMP2-PEC,LMP2-PEC,38,Iberia,Iberia,10,128,Dallara P217,MRP by Fields Academy,0,6,Race,0,RACE,72,98.46159861,209.4761104,7089.2351,98.4616,7286.1584,209.4761075,42676.0007,16.61%
-261365,355194,Martín Rey,4,1,0,50,0,-1,226406,990697,104,969509,4,6,0,58087,LMP2-PEC,LMP2-PEC,38,Iberia,Iberia,7,128,Dallara P217,MRP by Fields Academy,0,6,Race,0,RACE,49,99.06972653,208.1902658,4854.4166,99.0697,4953.485,208.1903216,42676.0007,11.38%
-261365,173751,Andrew Fields,4,1,0,49,0,-1,226406,990852,202,964936,4,6,0,58087,LMP2-PEC,LMP2-PEC,38,Iberia,Iberia,9,128,Dallara P217,MRP by Fields Academy,0,6,Race,0,RACE,48,99.08520625,208.157741,4756.0899,99.0852,4855.1748,208.1577542,42676.0007,11.14%
-306596,540224,Luis Martinez8,5,2,0,149,0,-1,679679,995063,344,963875,5,10,4,58087,LMP2-PEC,LMP2-PEC,38,Iberia,Iberia,19,128,Dallara P217,XBD Emiral Racing,0,6,Race,0,RACE,148,99.50628986,207.276874,14726.9309,99.5063,14826.4387,207.2768529,42676.0007,34.51%
-306596,451775,Iván Hernandez,5,2,0,145,0,-1,679679,992486,269,956811,5,10,4,58087,LMP2-PEC,LMP2-PEC,38,Iberia,Iberia,22,128,Dallara P217,XBD Emiral Racing,0,6,Race,0,RACE,141,99.26190638,207.787191,13995.9288,99.2486,14391.047,207.8150493,42676.0007,32.80%
-306596,424670,Marc Hagele,5,2,0,139,0,-1,679679,995079,393,964235,5,10,4,58087,LMP2-PEC,LMP2-PEC,38,Iberia,Iberia,11,128,Dallara P217,XBD Emiral Racing,0,6,Race,0,RACE,137,99.50787299,207.2735763,13632.5786,99.5079,13831.5981,207.27352,42676.0007,31.94%
-267411,496743,Aleix Garcia,6,3,0,183,0,-1,-1,989713,420,956281,6,8,2,58087,LMP2-PEC,LMP2-PEC,38,Iberia,Iberia,15,128,Dallara P217,Peaky Drivers LMP2,0,6,Race,0,RACE,180,98.971315,208.3972786,17814.8367,98.9713,18111.7479,208.3973102,42676.0007,41.74%
-267411,602043,Fran Garcia3,6,3,0,150,0,-1,-1,993818,252,962604,6,8,2,58087,LMP2-PEC,LMP2-PEC,38,Iberia,Iberia,19,128,Dallara P217,Peaky Drivers LMP2,0,6,Race,0,RACE,146,99.36021507,207.5816029,14506.5914,99.3818,14907.27,207.5365178,42676.0007,33.99%
-267411,415746,Sito Ferrer,6,3,0,99,0,-1,-1,994634,307,970029,6,8,2,58087,LMP2-PEC,LMP2-PEC,38,Iberia,Iberia,18,128,Dallara P217,Peaky Drivers LMP2,0,6,Race,0,RACE,97,99.46340309,207.3662479,9647.9501,99.4634,9846.8766,207.3662544,42676.0007,22.61%
-254304,532015,Winston Ekkel,7,4,0,192,0,-1,-1,991639,290,961025,7,11,5,58087,LMP2-PEC,LMP2-PEC,40,Benelux,Benelux,23,128,Dallara P217,Platinum Racing Team Blue,0,6,Race,0,RACE,187,99.18064706,207.9574324,18546.781,99.1639,19039.4688,207.9925528,42676.0007,43.46%
-254304,363812,Vincent Aussems,7,4,0,142,0,-1,-1,993445,338,962329,7,11,5,58087,LMP2-PEC,LMP2-PEC,40,Benelux,Benelux,15,128,Dallara P217,Platinum Racing Team Blue,0,6,Race,0,RACE,139,99.34446691,207.6145089,13808.8809,99.3445,14106.919,207.6144397,42676.0007,32.36%
-254304,400221,Perry Oosterveer,7,4,0,96,0,-1,-1,1006119,224,976714,7,11,5,58087,LMP2-PEC,LMP2-PEC,40,Benelux,Benelux,8,128,Dallara P217,Platinum Racing Team Blue,0,6,Race,0,RACE,94,100.6119149,204.999107,9457.52,100.6119,9658.7424,204.9991373,42676.0007,22.16%
-164695,375623,Oliver Konert,8,5,0,192,0,-1,-1,988364,242,958950,8,14,8,58087,LMP2-PEC,LMP2-PEC,42,DE-AT-CH,DE-AT-CH,19,128,Dallara P217,BAZINGA Motorsport,0,6,Race,0,RACE,184,98.81621522,208.7243744,18182.1836,98.8364,18976.5888,208.6817479,42676.0007,42.61%
-164695,466164,Leonhard V Ziegler,8,5,0,190,0,-1,-1,997836,413,966429,8,14,8,58087,LMP2-PEC,LMP2-PEC,42,DE-AT-CH,DE-AT-CH,30,128,Dallara P217,BAZINGA Motorsport,0,6,Race,0,RACE,181,99.74911823,206.772281,18054.5904,99.7836,18958.884,206.7008276,42676.0007,42.31%
-164695,512418,Niklas Röder,8,5,0,48,0,-1,-1,996142,156,976313,8,14,8,58087,LMP2-PEC,LMP2-PEC,42,DE-AT-CH,DE-AT-CH,13,128,Dallara P217,BAZINGA Motorsport,0,6,Race,0,RACE,46,99.61419783,207.0523395,4582.2531,99.6142,4781.4816,207.0523349,42676.0007,10.74%
-284108,620347,Norbert Tamas,9,3,0,181,0,-1,-1,1039904,387,929423,9,1,1,4029,GTP,GTP,46,Central-Eastern Europe,Central-Eastern Europe,14,159,BMW M Hybrid V8,Magic Arrow,0,6,Race,0,RACE,176,95.8828875,215.1098412,16875.3882,103.9904,18822.2624,198.3390073,42676.0007,39.54%
-284108,684015,Eran Aviner,9,3,0,137,0,-1,-1,969098,304,935735,9,1,1,4029,GTP,GTP,40,Benelux,Benelux,7,159,BMW M Hybrid V8,Magic Arrow,0,6,Race,0,RACE,135,96.90980741,212.8303962,13082.824,96.9098,13276.6426,212.8304124,42676.0007,30.66%
-284108,167281,Coen Gerrits,9,3,0,112,0,-1,-1,963377,359,933669,9,1,1,4029,GTP,GTP,40,Benelux,Benelux,11,159,BMW M Hybrid V8,Magic Arrow,0,6,Race,0,RACE,108,96.36942593,214.0238204,10407.898,96.3377,10789.8224,214.0943027,42676.0007,24.39%
-53704,380152,Zachary Livengood,10,6,0,193,0,-1,-1,999981,239,965226,10,12,6,58087,LMP2-PEC,LMP2-PEC,26,Illinois,Illinois,31,128,Dallara P217,LITHIUM Motorsports,0,6,Race,0,RACE,185,100.0244973,206.2030129,18504.532,99.9981,19299.6333,206.2574459,42676.0007,43.36%
-53704,611888,Milo Speelman,10,6,0,140,0,-1,-1,1002191,406,961693,10,12,6,58087,LMP2-PEC,LMP2-PEC,40,Benelux,Benelux,17,128,Dallara P217,LITHIUM Motorsports,0,6,Race,0,RACE,138,100.219058,205.8026998,13830.23,100.2191,14030.674,205.8026135,42676.0007,32.41%
-53704,543930,Kevin Nguyen5,10,6,0,96,0,-1,-1,992112,288,964478,10,12,6,58087,LMP2-PEC,LMP2-PEC,6,California Club,California,11,128,Dallara P217,LITHIUM Motorsports,0,6,Race,0,RACE,94,99.21119255,207.8934057,9325.8521,99.2112,9524.2752,207.8933901,42676.0007,21.85%
-109804,335781,Mike R,11,7,0,142,0,-1,-1,999470,364,964435,11,15,9,58087,LMP2-PEC,LMP2-PEC,38,Iberia,Iberia,7,128,Dallara P217,Carbono eSports Black,0,6,Race,0,RACE,139,99.94700504,206.362889,13892.6337,99.947,14192.474,206.3628994,42676.0007,32.55%
-109804,299849,Vicente Lara,11,7,0,141,0,-1,-1,1002566,313,970649,11,15,9,58087,LMP2-PEC,LMP2-PEC,38,Iberia,Iberia,7,128,Dallara P217,Carbono eSports Black,0,6,Race,0,RACE,139,100.2566266,205.7255804,13935.6711,100.2566,14136.1806,205.7256351,42676.0007,32.65%
-109804,292820,Juanjo Gragera,11,7,0,140,0,-1,-1,1031857,318,966207,11,15,9,58087,LMP2-PEC,LMP2-PEC,38,Iberia,Iberia,25,128,Dallara P217,Carbono eSports Black,0,6,Race,0,RACE,135,102.9874504,200.2705439,13903.3058,103.1857,14445.998,199.8857662,42676.0007,32.58%
-305677,690115,Washington Pereira Carvalho,12,4,0,163,0,-1,-1,1093888,377,921068,12,5,5,4029,GTP,GTP,45,Brazil,Brazil,22,159,BMW M Hybrid V8,Delta Racing LMDh,0,6,Race,0,RACE,154,99.0322974,208.2689511,15250.9738,109.3888,17830.3744,188.5508636,42676.0007,35.74%
-305677,394951,Joao Vitor Delgado,12,4,0,144,0,-1,-1,968993,356,922864,12,5,5,4029,GTP,GTP,45,Brazil,Brazil,18,159,BMW M Hybrid V8,Delta Racing LMDh,0,6,Race,0,RACE,136,96.93001765,212.7860203,13182.4824,96.8993,13953.4992,212.8534747,42676.0007,30.89%
-305677,529361,Higo Oliveira,12,4,0,106,0,-1,-1,1027191,149,931290,12,5,5,4029,GTP,GTP,45,Brazil,Brazil,26,159,BMW M Hybrid V8,Delta Racing LMDh,0,6,Race,0,RACE,101,102.7709614,200.6924176,10379.8671,102.7191,10888.2246,200.7937443,42676.0007,24.32%
