team_id,team_display_name,race_count,percentage,gold_league_drive_time,gold_league_percentage,total_league_time
-159910,Austrian Simracers Red,1,84.0,18196.39,84.0,21539.1573
-302748,Platinum Racing Team White,1,67.0,14473.97,67.0,21539.1573
-306961,Scopum Racing E-Sports Team Silver,1,0.0,0.0,0.0,0.0
-158916,Over The Limit racing,1,0.0,0.0,0.0,0.0
-305563,Scopum Racing E-Sport Team Silver,1,0.0,0.0,0.0,0.0
-129672,LEO RACING TEAM #208,2,97.0,41283.9,96.0,43114.8254
-127445,LEO RACING TEAM #221,2,98.0,33073.100000000006,77.0,43114.8254
-129653,Octopus Racing Team,2,29.0,26306.89,61.0,43114.8254
-299638,Ingersoll Rand Enosis eSports #215,2,100.0,42240.21,98.0,43114.8254
-134184,GROW RACING TEAM RED,2,99.0,42211.130000000005,98.0,43114.8254
-159911,Austrian Simracers Blue,2,26.0,5620.94,26.0,21575.6681
-110547,Carbono eSports,2,94.0,41732.83,97.0,43114.8254
-286482,Kairos eSports #229,2,37.0,28584.03,66.0,43114.8254
-175849,Maniti Racing Yellow,2,65.0,21778.05,51.0,43114.8254
-299312,CM x MSi Gaming GT3,2,70.0,17987.85,42.0,43114.8254
-298040,Peaky Drivers GT3,2,75.0,16256.67,75.0,21575.6681
-278379,Platinum Racing Team Orange,2,98.0,41606.2,97.0,43114.8254
-223528,SimVision,2,96.0,41737.19,97.0,43114.8254
-96989,Chicane Online Racing Red,2,98.0,40721.14,94.0,43114.8254
-247532,Krips Racing Green,2,75.0,33347.990000000005,77.0,43114.8254
-243021,Elite Racing Team,2,96.0,20811.629999999997,96.0,21575.6681
-257829,SR TECHNIC #PEC,2,31.0,6672.39,31.0,21575.6681
-257830,SR TECHNIC,2,53.0,25627.03,59.0,43114.8254
-258771,PROTOSIM #2,2,44.0,20884.6,48.0,43114.8254
-62993,Fury Simsport Academy,2,65.0,23189.66,54.0,43114.8254
-299092,YS Sim-Sport PEC,2,0.0,0.0,0.0,0.0
-252527,Krips Racing Blue,2,0.0,4816.77,22.0,21539.1573
-218497,Blue Chip Racing,2,37.0,17697.4,41.0,43114.8254
-140651,Chicane Online Racing Orange,2,0.0,0.0,0.0,0.0
-280178,Trackside Esports,2,0.0,0.0,0.0,0.0
-214868,PeakSimsportAustria,2,0.0,0.0,0.0,0.0
-264062,Team Upstate GT3,2,0.0,8198.49,38.0,21539.1573
-257782,PROTOSIM #3,2,0.0,0.0,0.0,0.0
-272629,Platinum Racing Team red,2,0.0,0.0,0.0,0.0
-297670,TR Geekz Energy Simracing GT3,2,0.0,0.0,0.0,0.0
