cust_id
662411
292592
492106
704780
638563
717966
472461
95784
213817
318212
614044
676861
455915
317748
855260
201606
817410
560363
606007
630296
297944
29496
260095
875815
408804
395568
763849
910663
670417
54077
300656
289340
708185
705991
572543
604599
662411
454587
702748
496331
639396
416545
275244
686915
440084
579208
289748
857753
197376
399205
245246
498058
426829
273285
496743
763529
486135
443123
383286
310170
300176
588726
638197
593607
727595
281564
603276
775547
208193
379560
239405
489696
25377
643345
477938
387611
58540
290951
322967
561604
675847
615845
370087
46080
19254
167281
641759
47036
842243
730865
725639
553508
371410
528268
832124
856446
598055
623248
620344
499940
813496
684015
19423
617093
834170
602043
548682
213565
155092
633220
555223
631768
725974
276401
796249
636125
524155
381527
869318
290299
658655
451775
214678
209179
885825
179983
314062
231184
850829
378344
764590
461417
667756
692061
606715
299996
323778
332853
479840
798579
292820
227966
499914
685827
543930
370862
416883
528824
451680
835504
857815
607475
322064
902607
823793
59708
494812
506593
369778
613054
540224
424670
888006
286658
580757
376121
342641
427545
237185
851324
137333
884434
533021
549048
316360
436347
293812
335781
840562
257599
611888
115054
638244
828731
394019
912319
639407
524446
366403
742620
620347
907100
681922
530634
699233
570079
613328
344701
583621
562080
528272
560764
558947
324079
588850
601687
794190
760355
183567
524108
504386
681110
257614
777046
655983
337625
364474
515776
93943
682387
848950
377973
552913
327800
227444
594341
415746
661329
491790
730061
225827
298552
445418
430969
556217
841393
272192
265255
299849
860281
395985
666727
746572
641608
380152
808067
207525
435163
