group_id,name,cust_id,display_name,lap_number,flags,incident,session_time,session_start_time,lap_time,team_fastest_lap,personal_best_lap,license_level,car_number,lap_events
-358101,Foccus Racing GTP,841393,Tiago B Rodriguez,0,3,False,14542668,,-1,False,False,19,7,"['invalid', 'pitted']"
-358101,Foccus Racing GTP,841393,Tiago B Rodriguez,1,0,False,16558070,,2015402,False,False,19,7,[]
-358101,Foccus Racing GTP,841393,Tiago B Rodriguez,2,275,False,18903697,,-1,False,False,19,7,"['invalid', 'pitted', 'car reset', 'discontinuity']"
-358101,Foccus Racing GTP,841393,Tiago B Rodriguez,3,0,False,20912997,,2009300,True,True,19,7,[]
-358101,Foccus Racing GTP,841393,Tiago B Rodriguez,4,275,False,23572866,,-1,False,False,19,7,"['invalid', 'pitted', 'car reset', 'discontinuity']"
-358101,Foccus Racing GTP,841393,Tiago B Rodriguez,5,16391,True,25755796,,-1,False,False,19,7,"['invalid', 'pitted', 'off track']"
-224426,NGC eSports Team by Rubis Gás,775547,André Rosa,0,3,False,14808358,,-1,False,False,18,91,"['invalid', 'pitted']"
-224426,NGC eSports Team by Rubis Gás,775547,André Rosa,1,0,False,16826013,,2017655,False,False,18,91,[]
-224426,NGC eSports Team by Rubis Gás,775547,André Rosa,2,275,False,19042041,,-1,False,False,18,91,"['invalid', 'pitted', 'car reset', 'discontinuity']"
-224426,NGC eSports Team by Rubis Gás,775547,André Rosa,3,403,True,22174473,,-1,False,False,18,91,"['invalid', 'pitted', 'car reset', 'lost control', 'discontinuity']"
-224426,NGC eSports Team by Rubis Gás,775547,André Rosa,4,16384,False,24188345,,2013872,True,True,18,91,[]
-384994,Reiter Engineering Esports PEC,528552,Niclas Geßner,0,3,False,14582340,,-1,False,False,19,1,"['invalid', 'pitted']"
-384994,Reiter Engineering Esports PEC,528552,Niclas Geßner,1,1,False,16629368,,-1,False,False,19,1,['invalid']
-384994,Reiter Engineering Esports PEC,528552,Niclas Geßner,2,0,False,18822540,,2193172,False,False,19,1,[]
-384994,Reiter Engineering Esports PEC,528552,Niclas Geßner,3,0,False,20839261,,2016721,False,False,19,1,[]
-384994,Reiter Engineering Esports PEC,528552,Niclas Geßner,4,275,False,23520000,,-1,False,False,19,1,"['invalid', 'pitted', 'car reset', 'discontinuity']"
-384994,Reiter Engineering Esports PEC,528552,Niclas Geßner,5,16384,False,25534499,,2014499,True,True,19,1,[]
-379749,Fury Simsport GTP,730048,Max Daleiden,0,3,False,15027649,,-1,False,False,20,30,"['invalid', 'pitted']"
-379749,Fury Simsport GTP,730048,Max Daleiden,1,1,False,17183839,,-1,False,False,20,30,['invalid']
-379749,Fury Simsport GTP,730048,Max Daleiden,2,0,False,19203906,,2020067,False,False,20,30,[]
-379749,Fury Simsport GTP,730048,Max Daleiden,3,275,False,21796359,,-1,False,False,20,30,"['invalid', 'pitted', 'car reset', 'discontinuity']"
-379749,Fury Simsport GTP,730048,Max Daleiden,4,0,False,23811151,,2014792,True,True,20,30,[]
-306596,XBD Racing GTP,245246,Alberto García Blasco,0,3,False,14866249,,-1,False,False,20,33,"['invalid', 'pitted']"
-306596,XBD Racing GTP,245246,Alberto García Blasco,1,0,False,16888885,,2022636,False,False,20,33,[]
-306596,XBD Racing GTP,245246,Alberto García Blasco,2,275,False,19135002,,-1,False,False,20,33,"['invalid', 'pitted', 'car reset', 'discontinuity']"
-306596,XBD Racing GTP,245246,Alberto García Blasco,3,275,False,23347755,,-1,False,False,20,33,"['invalid', 'pitted', 'car reset', 'discontinuity']"
-306596,XBD Racing GTP,245246,Alberto García Blasco,4,16384,False,25362723,,2014968,True,True,20,33,[]
-233878,DLR x Sim-Lab \\ Orange,634750,Mathijs Wijten,0,3,False,14618053,,-1,False,False,18,5,"['invalid', 'pitted']"
-233878,DLR x Sim-Lab \\ Orange,634750,Mathijs Wijten,1,279,True,17737248,,-1,False,False,18,5,"['invalid', 'pitted', 'off track', 'car reset', 'discontinuity']"
-233878,DLR x Sim-Lab \\ Orange,634750,Mathijs Wijten,2,0,False,19753121,,2015873,True,True,18,5,[]
-233878,DLR x Sim-Lab \\ Orange,634750,Mathijs Wijten,3,275,False,22196696,,-1,False,False,18,5,"['invalid', 'pitted', 'car reset', 'discontinuity']"
-333551,Project Valorous $51,595565,Ben D Mills,0,4099,False,14780436,,-1,False,False,19,51,"['invalid', 'pitted', 'driver change']"
-333551,Project Valorous $51,595565,Ben D Mills,1,0,False,16799695,,2019259,False,False,19,51,[]
-333551,Project Valorous $51,595565,Ben D Mills,2,275,False,21577954,,-1,False,False,19,51,"['invalid', 'pitted', 'car reset', 'discontinuity']"
-333551,Project Valorous $51,595565,Ben D Mills,3,0,False,23594190,,2016236,True,True,19,51,[]
-210064,Taylor Mills Racing #41,396799,Neil Debacquer,0,3,False,15058555,,-1,False,False,20,41,"['invalid', 'pitted']"
-210064,Taylor Mills Racing #41,396799,Neil Debacquer,1,0,False,17080787,,2022232,False,False,20,41,[]
-210064,Taylor Mills Racing #41,396799,Neil Debacquer,2,275,False,19619028,,-1,False,False,20,41,"['invalid', 'pitted', 'car reset', 'discontinuity']"
-210064,Taylor Mills Racing #41,396799,Neil Debacquer,3,279,True,22325353,,-1,False,False,20,41,"['invalid', 'pitted', 'off track', 'car reset', 'discontinuity']"
-210064,Taylor Mills Racing #41,396799,Neil Debacquer,4,16384,False,24342192,,2016839,True,True,20,41,[]
-293296,Old Firm Racing # Yellow,697478,Julien Jouy,0,3,False,14747871,,-1,False,False,20,69,"['invalid', 'pitted']"
-293296,Old Firm Racing # Yellow,697478,Julien Jouy,1,0,False,16769232,,2021361,False,False,20,69,[]
-293296,Old Firm Racing # Yellow,697478,Julien Jouy,2,275,False,19109076,,-1,False,False,20,69,"['invalid', 'pitted', 'car reset', 'discontinuity']"
-293296,Old Firm Racing # Yellow,697478,Julien Jouy,3,5,True,21241408,,-1,False,False,20,69,"['invalid', 'off track']"
-293296,Old Firm Racing # Yellow,697478,Julien Jouy,4,0,False,23260837,,2019429,True,True,20,69,[]
