group_id,name,cust_id,display_name,lap_number,flags,incident,session_time,session_start_time,lap_time,team_fastest_lap,personal_best_lap,license_level,car_number,lap_events
-306596,XBD Emiral Racing,245246,Alberto García Blasco,0,3,False,12446369,,-1,False,False,19,5,"['invalid', 'pitted']"
-306596,XBD Emiral Racing,245246,Alberto García Blasco,1,0,False,13268612,,822243,False,False,19,5,[]
-306596,XBD Emiral Racing,245246,Alberto García Blasco,2,0,False,14075161,,806549,False,False,19,5,[]
-306596,XBD Emiral Racing,245246,Alberto García Blasco,3,279,True,15659326,,-1,False,False,19,5,"['invalid', 'pitted', 'off track', 'car reset', 'discontinuity']"
-306596,XBD Emiral Racing,245246,Alberto García Blasco,4,5,True,16480517,,-1,False,False,19,5,"['invalid', 'off track']"
-306596,XBD Emiral Racing,245246,Alberto García Blasco,5,0,False,17290660,,810143,False,False,19,5,[]
-306596,XBD Emiral Racing,245246,Alberto García Blasco,6,0,False,18099095,,808435,False,False,19,5,[]
-306596,XBD Emiral Racing,245246,Alberto García Blasco,7,0,False,18917893,,818798,False,False,19,5,[]
-306596,XBD Emiral Racing,245246,Alberto García Blasco,8,3,False,20076403,,-1,False,False,19,5,"['invalid', 'pitted']"
-306596,XBD Emiral Racing,245246,Alberto García Blasco,9,0,False,20900188,,823785,False,False,19,5,[]
-306596,XBD Emiral Racing,245246,Alberto García Blasco,10,0,False,21704446,,804258,True,True,19,5,[]
-306596,XBD Emiral Racing,245246,Alberto García Blasco,11,0,False,22527111,,822665,False,False,19,5,[]
-147029,M4SKED DEVILS RED,552913,Sergio Borja,0,3,False,12409451,,-1,False,False,20,7,"['invalid', 'pitted']"
-147029,M4SKED DEVILS RED,552913,Sergio Borja,1,0,False,13254733,,845282,False,False,20,7,[]
-147029,M4SKED DEVILS RED,552913,Sergio Borja,2,5,True,14066137,,-1,False,False,20,7,"['invalid', 'off track']"
-147029,M4SKED DEVILS RED,552913,Sergio Borja,3,0,False,14873336,,807199,False,False,20,7,[]
-147029,M4SKED DEVILS RED,552913,Sergio Borja,4,275,False,16510190,,-1,False,False,20,7,"['invalid', 'pitted', 'car reset', 'discontinuity']"
-147029,M4SKED DEVILS RED,552913,Sergio Borja,5,403,True,18130926,,-1,False,False,20,7,"['invalid', 'pitted', 'car reset', 'lost control', 'discontinuity']"
-147029,M4SKED DEVILS RED,552913,Sergio Borja,6,5,True,19015241,,-1,False,False,20,7,"['invalid', 'off track']"
-147029,M4SKED DEVILS RED,552913,Sergio Borja,7,5,True,19836093,,-1,False,False,20,7,"['invalid', 'off track']"
-147029,M4SKED DEVILS RED,552913,Sergio Borja,8,0,False,20642375,,806282,True,True,20,7,[]
