team_id,team_display_name,cust_id,display_name,oldi_rating,avg_lap,laps_complete,avg_lap_valid,laps_complete_valid,speed,time,time_valid,percentage
-261365,MRP by Fields Academy,310141,Cristian Streitemberger,5515,108.6305,6,109.87784015151516,132,195.09358802867226,651.783,14503.8749,67.0
-306596,XBD Emiral Racing,47036,Daniel López,5612,109.8041,7,110.41589624999999,80,194.14289797063532,768.6287,8833.2717,78.0
-140500,505 Endurance,347125,Ben Dutton,4284,107.9636,9,109.37238717948718,156,195.99519250522877,971.6724,17062.0924,100.0
-254304,Platinum Racing Team Blue,532015,Winston Ekkel,3286,107.8385,8,109.58167923076924,130,195.62085770612006,862.708,14245.618300000002,89.0
-201381,Peaky Drivers LMP2,567600,Alejandro Llaneza,4246,110.7557,7,110.25073406593405,91,194.43373562646937,775.2899,10032.816799999999,78.0
-164695,BAZINGA Motorsport,466164,Leonhard V Ziegler,2592,109.46,8,109.93205100671142,149,194.99738141601028,875.68,16379.875600000001,89.0
-164695,BAZINGA Motorsport,375623,Oliver Konert,4110,0.0,0,109.41598115942028,138,195.91710326818568,0.0,15099.4054,0.0
-53704,LITHIUM Motorsports,611888,Milo Speelman,2483,108.6471,8,111.0450704225352,71,193.04289689251928,869.1768,7884.2,89.0
-303752,HW Racing,324079,Patrick Szilvasi,5109,108.512,6,111.34275263157895,76,192.52678394732098,651.072,8462.0492,67.0
-109804,Carbono eSports Black,335781,Mike R,2336,108.6864,9,110.5629,105,193.88476677077034,978.1776000000001,11609.1045,100.0
-279040,Platinum Racing Team Black,492400,Maarten Beers,2383,109.4528,6,111.99103548387096,62,191.41230355966573,656.7167999999999,6943.4442,67.0
-225873,centoquattro #104,318720,Michele Sangalli,7804,0.0,0,109.59427765957447,94,195.5983700771922,0.0,10301.8621,0.0
-225873,centoquattro #104,387312,Gianpaolo Filippo Cristini,5014,0.0,0,109.3959913265306,196,195.95290302745542,0.0,21441.614299999997,0.0
