team_id,team_display_name,cust_id,display_name,oldi_rating,avg_lap,laps_complete,avg_lap_valid,laps_complete_valid,speed,time,time_valid,percentage
-132790,Reiter Engineering Esports,708185,Denis Robin Wolf,6564,109.2192,18,105.56509439252335,107,203.06392187073385,1965.9456,11295.465099999998,41.0
-132790,Reiter Engineering Esports,639407,Nico Schihwetz,3035,105.6239,16,106.59028588235294,85,201.1108414106338,1689.9824,9060.1743,36.0
-132790,Reiter Engineering Esports,607186,Dominique Renã© Englicht,3540,106.3998,10,106.04431904761906,84,202.14625613630457,1063.998,8907.722800000001,23.0
-243684,Altitude Esports,176521,Tom R Dadswell,4562,115.3636,9,105.7447716535433,127,202.71888382560718,1038.2724,13429.586,20.0
-243684,Altitude Esports,388214,Mark D Hutchinson,4134,104.5053,4,106.54145402298852,87,201.2030178917461,418.0212,9269.106500000002,9.0
-243684,Altitude Esports,259215,Bryan Loynes,2947,106.5155,9,106.22522333333335,90,201.80199586620466,958.6395,9560.270100000002,20.0
-233878,DLR x Sim-Lab \\ Orange,20477,Albert Priem,3340,106.2415,14,106.88409012345679,81,200.55802556993987,1487.381,8657.6113,32.0
-145316,Octopus Racing Team LMDH,701793,David Marchal,3809,0.0,0,106.79035151515151,66,200.7340717195652,0.0,7048.1632,0.0
-305677,Delta Racing LMDh,394951,Joao Vitor Delgado,2476,0.0,1,107.44117764705882,85,199.51812284130173,0.0,9132.5001,2.0
