team_id,team_display_name,cust_id,display_name,oldi_rating,avg_lap,laps_complete,avg_lap_valid,laps_complete_valid,speed,time,time_valid,percentage
-275533,RACAR eSports Team,127661,Miguel Almeida,4333,206.1033,10,204.72313333333332,9,239.6716131230244,2061.033,1842.5082,22.0
-275533,RACAR eSports Team,447698,Frederico Faria,3372,207.0761,15,207.0760625,8,236.94831269838346,3106.1414999999997,1656.6085,33.0
-275533,RACAR eSports Team,285742,Isaac González,5229,0.0,1,0.0,0,inf,0.0,0.0,2.0
-201262,SimTech Motorsport LMDh,316148,Matej Surhanak,4313,203.7096,23,203.7095909090909,11,240.8640820033689,4685.3207999999995,2240.8055,50.0
-132790,Reiter Engineering Esports,639407,Nico Schihwetz,2937,209.6578,15,205.22076363636364,11,239.09044455434338,3144.867,2257.4284000000002,33.0
-233878,DLR - Rotary Industry \\ Orange,20477,Albert Priem,3338,206.1035,25,205.34594736842106,19,238.9446893810266,5152.5875,3901.5730000000003,54.0
-233878,DLR - Rotary Industry \\ Orange,722146,Yannick Gerards,2934,208.804,21,207.92498,15,235.98089854138738,4384.884,3118.8747000000003,46.0
-145316,Octopus Racing Team LMDH,522535,Martín R. Pérez,3020,210.3885,13,205.24746000000002,10,239.05934626231186,2735.0505,2052.4746,28.0
-145316,Octopus Racing Team LMDH,366068,Stephane Civeira Lareo,3945,207.6985,22,204.8689857142857,14,239.5009837068694,4569.367,2868.1657999999998,48.0
-243684,Altitude Esports,176521,Tom R Dadswell,4562,202.7013,4,202.7013,2,242.06220487781778,810.8052,405.4026,9.0
-243684,Altitude Esports,259215,Bryan Loynes,2947,203.2938,2,203.2938,1,241.35671431986614,406.5876,203.2938,4.0
-302846,EPOCH MOTORSPORT,816986,Andrea Lucani,4495,206.9356,7,206.93562,5,237.10912413049041,1448.5492,1034.6781,15.0
-297671,TR Geekz Energy Simracing LMDh,468045,Hákon Jökulsson,2549,206.2978,6,206.297775,4,237.8422336818708,1237.7867999999999,825.1911,13.0
-305677,Delta Racing LMDh,394951,Joao Vitor Delgado,2476,209.5124,13,209.5123857142857,7,234.19294970232585,2723.6612,1466.5866999999998,28.0
