"cust_id","display_name","latest_iRating","car_class_name","car_number","team_id","team_display_name","gtp","lmp2","gt3pro","gt3am"
"260286","Jelle Verstraeten2","2623","IMSA23","346","-323693","Squadra Veloce Bravo by EAGLE RS","False","True","True","Silver"
"818518","Jonathan Valgaeren","1948","IMSA23","346","-323693","Squadra Veloce Bravo by EAGLE RS","False","False","True","Silver"
"925317","Brecht Berings","2128","IMSA23","377","-348524","DDK by EAGLE Speed Academy #G","False","True","True","Silver"
"462911","Gilles Philippaerts","2334","IMSA23","377","-348524","DDK by EAGLE Speed Academy #G","False","True","True","Silver"
"896782","Koen Van De Woestyne","2056","IMSA23","377","-348524","DDK by EAGLE Speed Academy #G","False","True","True","Silver"
"984745","Davy Daniels2","2391","IMSA23","377","-348524","DDK by EAGLE Speed Academy #G","False","True","True","Silver"
"681922","Nuno Tavares Barbosa","1993","IMSA23","355","-311356","Dogs on Web DS Racing","False","False","True","Silver"
"675847","Carlos Miguel Duarte","1999","IMSA23","355","-311356","Dogs on Web DS Racing","False","False","True","Silver"
"705552","Tiago Pontes","2550","IMSA23","355","-311356","Dogs on Web DS Racing","False","True","True","Silver"
"422596","Chalermporn Assavanon","4555","IMSA23","202","-379750","Fury Simsport GT3","True","True","True","No"
"81643","Bryan Krauss","4510","IMSA23","202","-379750","Fury Simsport GT3","True","True","True","No"
"801053","Marceau Williams","4675","IMSA23","202","-379750","Fury Simsport GT3","True","True","True","No"
"813496","Emre Kemaldar","5058","GTP","6","-221044","DLR x Sim-Lab \\ White","True","True","True","No"
"722146","Yannick Gerards","4026","GTP","6","-221044","DLR x Sim-Lab \\ White","True","True","True","No"
"697478","Julien Jouy","3855","GTP","69","-293296","Old Firm Racing # Yellow","True","True","True","No"
"427405","Kevin Jailler","3506","GTP","69","-293296","Old Firm Racing # Yellow","True","True","True","No"
"344701","Orlando Telheiro","4964","IMSA23","299","-143359","CORE MOTORSPORTS","True","True","True","No"
"602947","Daniel Cruz4","5063","IMSA23","299","-143359","CORE MOTORSPORTS","True","True","True","No"
"376121","Marco M Mendes","5419","IMSA23","299","-143359","CORE MOTORSPORTS","True","True","True","No"
"693417","Ignas Vincer?evskis","3274","IMSA23","240","-323126","Pandemonium eSports x Sim-Lab White","True","True","True","Gold"
"780497","Bj?rn Klaassens","3075","IMSA23","240","-323126","Pandemonium eSports x Sim-Lab White","True","True","True","Gold"
"335241","Kevin Chartier","3591","GTP","13","-202593","The Rolling Goat","True","True","True","No"
"361527","Romain Utiel","3845","GTP","13","-202593","The Rolling Goat","True","True","True","No"
"376502","Guilian Mourre","3971","GTP","13","-202593","The Rolling Goat","True","True","True","No"
"528552","Niclas Ge?ner","5900","GTP","1","-384994","Reiter Engineering Esports PEC","True","True","True","No"
"289340","Jan K?rbs","5123","GTP","1","-384994","Reiter Engineering Esports PEC","True","True","True","No"
"861531","John Michael Dunnigan","6023","GTP","1","-384994","Reiter Engineering Esports PEC","True","True","True","No"
"889286","Tom Cecchetto","6005","IMSA23","210","-366404","RPM Racing PEC","True","True","True","No"
"590994","Charlie Lund Nilsson","7411","IMSA23","210","-366404","RPM Racing PEC","True","True","True","No"
"794445","Rasmus Uustulnd","5357","IMSA23","210","-366404","RPM Racing PEC","True","True","True","No"
"686915","Nick Kerstens","3166","IMSA23","217","-339602","SimRace Sweden eSports","True","True","True","Gold"
"735433","Steven Van Kampen","2365","IMSA23","217","-339602","SimRace Sweden eSports","False","True","True","Silver"
"611888","Milo Speelman","2534","IMSA23","234","-90491","LITHIUM Motorsports PRO","False","True","True","Silver"
"380152","Zachary Livengood","2719","IMSA23","234","-90491","LITHIUM Motorsports PRO","False","True","True","Silver"
"604599","Daan Pepels","3190","IMSA23","42","-249890","SimRace Sweden eSports #227","True","True","True","Gold"
"370322","Myles Owens","3283","IMSA23","42","-249890","SimRace Sweden eSports #227","True","True","True","Gold"
"560270","Iwan Bremer","4547","IMSA23","42","-249890","SimRace Sweden eSports #227","True","True","True","No"
"248367","Mark Luna Heredia","4944","IMSA23","230","-306078","XBD RACING GT3 II","True","True","True","No"
"424670","Marc Hagele","4102","IMSA23","230","-306078","XBD RACING GT3 II","True","True","True","No"
"538835","Logan Ragione","4914","IMSA23","211","-366713","RPM Racing Black PEC","True","True","True","No"
"412258","Yeshal Yunus","4881","IMSA23","211","-366713","RPM Racing Black PEC","True","True","True","No"
"434628","Guilhem Piepers2","4814","IMSA23","291","-230730","SMURF RACING TEAM#291","True","True","True","No"
"378681","Rafa Campos","2491","IMSA23","317","-134445","Octopus Racing Team Black","False","True","True","Silver"
"367020","Iv?n Ni?o","2061","IMSA23","317","-134445","Octopus Racing Team Black","False","True","True","Silver"
"531140","Fco Javier Navarro Moreno","2138","IMSA23","317","-134445","Octopus Racing Team Black","False","True","True","Silver"
