team_id,team_display_name,cust_id,display_name,oldi_rating,avg_lap,laps_complete,avg_lap_valid,laps_complete_valid,speed,time,time_valid,percentage
-243021,Elite Racing Team,417146,Jonathan Worth,2666,123.8581,45,123.25849210526317,38,173.91468704398227,5573.6145,4683.822700000001,66.0
-134184,GROW RACING TEAM RED,286658,Marcelo Eusébio,5087,122.2403,15,121.79763333333332,12,176.0006454422076,1833.6045000000001,1461.5715999999998,22.0
-307923,Maniti Racing - JD,340089,Joachim Doh,3094,123.4529,14,122.9442,10,174.35927908758612,1728.3406,1229.442,21.0
-299312,CM x MSi Gaming GT3,605082,Mich Comazzetto,1569,124.223,16,122.61796666666667,9,174.82317365671537,1987.568,1103.5617,24.0
-201817,Maniti Racing Red,371739,Levi Pruitt,2077,123.3584,36,123.144934375,32,174.07506194872667,4440.9024,3940.6379,53.0
-299092,YS Sim-Sport PEC,564555,Mauro Dragoni,2672,122.3505,18,122.35053076923077,13,175.20530516072705,2202.3089999999997,1590.5569,26.0
-299092,YS Sim-Sport PEC,327245,Paolo Ernesto Taddeolini,3213,122.5357,27,122.53569583333332,24,174.94055045932708,3308.4639,2940.8567,40.0
-175849,Maniti Racing Yellow,843051,Linus Griese,2700,124.1068,25,124.106835,20,172.72587831282624,3102.67,2482.1367,37.0
-175849,Maniti Racing Yellow,364155,Stefan Schuster,3008,124.6248,41,123.5978705882353,34,173.43714724192375,5109.6168,4202.3276,60.0
-257829,SR TECHNIC #PEC,515776,Rui Filipe Pinheiro,2202,123.1537,32,122.87258846153846,26,174.4608976534261,3940.9184,3194.6873,47.0
-257829,SR TECHNIC #PEC,201606,Manuel M Cruz,1697,123.6278,5,123.6278,4,173.3951593411838,618.139,494.5112,7.0
-257829,SR TECHNIC #PEC,25377,Aurelio Carneiro,2577,127.1976,5,125.85053333333333,3,170.33270747627614,635.9879999999999,377.5516,7.0
-266573,Team Claus Christensen,675666,Claus Christensen,2437,127.201,47,124.98066829268292,41,171.51822256062474,5978.447,5124.207399999999,69.0
-264062,Team Upstate,478574,Matias Nievas Soto,2157,124.944,40,124.94395,32,171.56862801280096,4997.76,3998.2064,59.0
-264062,Team Upstate,671627,Justin Cole6,1815,124.5484,28,124.26334545454546,22,172.5083289974781,3487.3552,2733.7936,41.0
-140651,Chicane Online Racing Orange,579208,Thomas Burling,2226,123.7597,28,123.51356666666668,27,173.55552639696532,3465.2716,3334.8663,41.0
-297933,Prestanda NOMAD #209,318959,Chris Chadderton,3938,123.2483,22,123.24830454545454,22,173.92906262734138,2711.4626,2711.4627,32.0
-280178,Trackside Esports,662411,Peppe Kerstens,1644,125.394,19,125.3940111111111,9,170.95283809850574,2382.486,1128.5460999999998,28.0
-257782,PROTOSIM #3,823793,Luciano Gomes,2030,124.4302,42,124.2758282051282,39,172.49100158574066,5226.0684,4846.7573,62.0
-257782,PROTOSIM #3,725974,Gonçalo Paixão5,1508,125.308,16,124.05937777777777,9,172.79195224079083,2004.928,1116.5344,24.0
