team_id,team_display_name,cust_id,display_name,oldi_rating,avg_lap,laps_complete,avg_lap_valid,laps_complete_valid,speed,time,time_valid,percentage
-309446,Altitude Esports GTP #38,176521,Tom R Dadswell,4562,108.0638,34,108.02243103448276,29,217.10905798549823,3674.1692,3132.6505,79.0
-243684,Altitude Esports,388214,Mark D Hutchinson,4121,108.4045,25,108.40451904761905,21,216.34382449405004,2710.1125,2276.4949,58.0
-233878,DLR - Rotary Industry \\ Orange,722146,Yannick Gerards,2934,108.5797,14,108.57975,10,215.9946789636189,1520.1158,1085.7975000000001,33.0
-297570,Blue Chip Racing LMDh,834789,Robert Wayne,2410,110.3408,30,110.3408347826087,23,212.54731568241203,3310.224,2537.8392,70.0
-284108,Magic Arrow,477938,Balazs Turoczy,3010,107.6601,1,107.6601,1,217.8397404720969,107.6601,107.6601,2.0
-132790,Reiter Engineering Esports,607186,Dominique Renã© Englicht,3498,110.1257,43,109.36192105263157,38,214.44985619732455,4735.4051,4155.753,100.0
-304104,Team Upstate GTP,590492,Timothy Brei,3754,115.5325,21,113.91326000000001,15,205.88163523017425,2426.1825,1708.6989,49.0
