team_id,team_display_name,cust_id,display_name,oldi_rating,avg_lap,laps_complete,avg_lap_valid,laps_complete_valid,speed,time,time_valid,percentage
-129672,RACING TEAM #208,443123,Alessio Bernardini,7646,121.2012,175,119.95142405063291,158,178.70952554053397,21210.21,18952.325,59.0
-129672,RACING TEAM #208,758401,Alessio Bonino,5815,121.9562,120,120.77942142857144,112,177.48439118560822,14634.743999999999,13527.2952,41.0
-127445,RACING TEAM #221,19423,Fabio Ponta,6089,121.695,179,120.26583554216867,166,178.24232445866775,21783.405,19964.1287,61.0
-127445,RACING TEAM #221,59708,Luigi Nespolino,5535,122.1249,116,120.91893425925926,108,177.2796147379088,14166.4884,13059.2449,39.0
-223528,SimVision,465352,Filipe RC Barreto,6182,122.1302,177,120.70417757575758,165,177.5950303505099,21617.0454,19916.189300000002,60.0
-223528,SimVision,380763,David Assuncao,4546,121.4327,87,120.3254923076923,78,178.15395282309257,10564.6449,9385.3884,29.0
-223528,SimVision,301748,Joao Nascimento,3073,121.7045,30,121.5069,28,176.42176765270122,3651.1349999999998,3402.1932,10.0
-134184,GROW RACING TEAM RED,286658,Marcelo Eusébio,5087,122.155,139,120.68765403225807,124,177.61934517569085,16979.545000000002,14965.2691,47.0
-134184,GROW RACING TEAM RED,676270,Cassio Medeiros,3123,122.4409,84,121.37307532467533,77,176.61628843676453,10285.0356,9345.7268,28.0
-134184,GROW RACING TEAM RED,667770,Pedro Daniel Paquete,5534,122.5826,70,120.8534365079365,63,177.3756932314644,8580.782,7613.766499999999,24.0
-299638,Ingersoll Rand Enosis eSports #215,346983,Vicente Orozco,3725,122.8345,123,120.8671203539823,113,177.35561182577408,15108.6435,13657.9846,42.0
-299638,Ingersoll Rand Enosis eSports #215,19254,Cesar Carregal,3413,122.9372,87,121.26886875,80,176.76805515677745,10695.5364,9701.5095,29.0
-299638,Ingersoll Rand Enosis eSports #215,273285,Ale G Torres,5750,124.4931,82,121.96899594594593,74,175.75337005725774,10208.4342,9025.705699999999,28.0
-129653,Octopus Racing Team,649681,Joselu Otero,3543,122.6467,123,121.57533035714286,112,176.3224662193201,15085.5441,13616.437,42.0
-129653,Octopus Racing Team,365305,Davo Ramos,4019,121.517,85,121.25251538461538,78,176.79189592070006,10328.945,9457.6962,29.0
-129653,Octopus Racing Team,389453,Carlos Ruiz3,4036,121.7791,84,121.54650897435897,78,176.36427620082586,10229.4444,9480.6277,28.0
-299092,YS Sim-Sport PEC,327245,Paolo Ernesto Taddeolini,3213,123.8046,136,121.60649180327869,122,176.27728390255268,16837.4256,14835.992,46.0
-299092,YS Sim-Sport PEC,852455,Vincenzo Sorice Jr,4164,121.7679,83,120.79893506493505,77,177.4557206855914,10106.7357,9301.517999999998,28.0
-299092,YS Sim-Sport PEC,564555,Mauro Dragoni,2672,123.6792,72,122.432696875,64,175.0877227011177,8904.902399999999,7835.6926,24.0
-62993,Fury Simsport Academy,651954,Cade Middleton,2724,122.9985,98,121.60789444444445,90,176.27525069758585,12053.853000000001,10944.710500000001,33.0
-62993,Fury Simsport Academy,656823,Rink Wilbrink3,2800,122.7947,73,121.69506119402985,67,176.14898969336022,8964.0131,8153.5691,25.0
-62993,Fury Simsport Academy,81643,Bryan Krauss,2941,122.5805,60,121.2029290909091,55,176.86422465847699,7354.83,6666.1611,20.0
-62993,Fury Simsport Academy,722391,Matthew Luke Sr,2139,123.38,60,121.59562884615384,52,176.29303194049854,7402.799999999999,6322.9727,20.0
-159911,Austrian Simracers Blue,665679,TH Reinberger,2470,123.8224,121,122.56580550458715,109,174.8975743417908,14982.510400000001,13359.672799999998,41.0
-159911,Austrian Simracers Blue,685554,Chris Mayr,3062,122.7246,84,122.02949480519482,77,175.66623638179195,10308.866399999999,9396.2711,28.0
-159911,Austrian Simracers Blue,461635,Markus Deutsch,2068,123.8418,84,122.81974383561644,73,174.53596148751822,10402.7112,8965.8413,28.0
-96989,Chicane Online Racing Red,445418,Thomas Fischer2,3816,122.7323,116,121.37516448598132,107,176.61324844157792,14236.9468,12987.142600000001,39.0
-96989,Chicane Online Racing Red,398267,Ben Idris Abdillahi,3508,123.2639,104,121.43853085106383,94,176.52109202712916,12819.445600000001,11415.2219,35.0
-96989,Chicane Online Racing Red,366403,Nils Corr,5377,122.6866,69,120.81771612903226,62,177.42813526706672,8465.3754,7490.6984,23.0
-159910,Austrian Simracers Red,409965,Thomas Pieber,3981,121.0983,133,120.92380406504066,123,177.2724753884693,16106.0739,14873.627900000001,45.0
-159910,Austrian Simracers Red,347495,Marko Zeiler,3650,122.085,112,121.3549572815534,103,176.64265688187473,13673.519999999999,12499.5606,38.0
-159910,Austrian Simracers Red,420543,Pascal Haß,4241,121.9047,43,120.5382,38,177.83957351279514,5241.9021,4580.4516,15.0
-232258,SIMVISION #228,858949,Gonçalo C Ferreira,4023,123.143,87,121.81589315068494,73,175.97426350175286,10713.441,8892.560200000002,29.0
-232258,SIMVISION #228,641212,Pedro M Oliveira,2553,123.716,85,121.48190526315788,76,176.45806619153421,10515.859999999999,9232.6248,29.0
-232258,SIMVISION #228,387273,Ricardo Luis Pereira,4151,124.2589,72,122.09424769230769,65,175.57307150147227,8946.6408,7936.1260999999995,24.0
-232258,SIMVISION #228,453157,Daniel Silva10,1609,124.2757,42,122.66712432432433,37,174.7531149692832,5219.5794,4538.6836,14.0
-140651,Chicane Online Racing Orange,643345,Austin Dilts,2160,124.2228,145,122.31822307692308,130,175.25158182292358,18012.306,15901.369,49.0
-140651,Chicane Online Racing Orange,579208,Thomas Burling,2417,124.1509,140,122.59835433070867,127,174.85114051511016,17381.126,15569.991000000002,47.0
