team_id,team_display_name,cust_id,display_name,oldi_rating,avg_lap,laps_complete,avg_lap_valid,laps_complete_valid,speed,time,time_valid,percentage,total_session_time
-280178,Trackside Esports,662411,Peppe Kerstens,1556,242.3049,39,241.880290625,32,202.85374836790717,9449.8911,7740.1693,43.0,215479284
-140651,Chicane Online Racing Orange,392848,Ingmar Hamberg,1998,242.9741,47,239.36505428571425,35,204.9853256818047,11419.7827,8377.776899999999,52.0,215479284
-140651,Chicane Online Racing Orange,579208,Thomas Burling,2310,242.3421,39,240.2741125,32,204.20977981804012,9451.3419,7688.7716,43.0,215479284
-272629,Platinum Racing Team red,407173,John Silvester,4460,258.072,32,238.2507769230769,26,205.9440235338324,8258.304,6194.520199999999,35.0,215479284
-272629,Platinum Racing Team red,560270,Iwan Bremer,3878,261.3377,28,239.6377909090909,22,204.7520277309426,7317.455599999999,5272.0314,31.0,215479284
-272629,Platinum Racing Team red,370322,Myles Owens,3408,242.5641,26,239.27601578947366,19,205.06160405466994,6306.6666,4546.244299999999,29.0,215479284
-297670,TR Geekz Energy Simracing GT3,575026,Daniel K Kühn,2260,250.9141,57,240.50072250000002,40,204.01736468629525,14302.1037,9620.028900000001,63.0,215479284
-297670,TR Geekz Energy Simracing GT3,638166,Kaan Tunc,2267,249.9798,26,243.30124285714285,14,201.66902163508414,6499.4748,3406.2174,29.0,215479284
-243021,Elite Racing Team,370494,Josh Fletcher,3103,242.1045,52,238.33464615384614,39,205.8715524637885,12589.434,9295.0512,57.0,215479284
-243021,Elite Racing Team,675666,Claus Christensen,2437,242.6669,30,242.425155,20,202.3978229882951,7280.007,4848.5031,33.0,215479284
-298040,Peaky Drivers GT3,665755,Manuel Roig,2092,246.1364,29,241.3155052631579,19,203.3285161518838,7137.9556,4584.9946,32.0,215479284
-298040,Peaky Drivers GT3,665522,Víctor Sánchez Fernández,2324,247.1933,28,241.09262083333334,24,203.51648855947116,6921.4124,5786.222900000001,31.0,215479284
-298040,Peaky Drivers GT3,384294,Sergio Gomez Redondo,1813,244.1506,24,240.2368625,16,204.24144362774467,5859.6144,3843.7898,26.0,215479284
-257829,SR TECHNIC #PEC,515776,Rui Filipe Pinheiro,2080,241.4131,38,240.08353666666667,30,204.37187943346552,9173.6978,7202.5061000000005,42.0,215479284
-257829,SR TECHNIC #PEC,201606,Manuel M Cruz,1629,242.3111,25,241.46764,20,203.20041066206636,6057.7775,4829.3528,27.0,215479284
-257829,SR TECHNIC #PEC,461417,Jorge  Mendes Pinheiro,3200,245.1427,13,238.50472000000002,10,205.7247487999399,3186.8550999999998,2385.0472,14.0,215479284
-299312,CM x MSi Gaming GT3,732337,Davide De Marco2,2429,240.5644,13,238.55405,10,205.68220748966536,3127.3372,2385.5405,14.0,215479284
-299312,CM x MSi Gaming GT3,605082,Mich Comazzetto,2073,0.0,5,0.0,0,inf,0.0,0.0,5.0,215479284
-306961,Scopum Racing E-Sports Team Silver,867228,Fabian Sodke,1523,261.7012,10,240.6748,5,203.86980111586257,2617.0119999999997,1203.374,11.0,215479284
-158916,Over The Limit racing,413828,Justas Staciokas,3174,261.7325,9,240.97875,4,203.61265717246854,2355.5925,963.915,10.0,215479284
-305563,Scopum Racing E-Sport Team Silver,707718,Patrick Heit,1658,0.0,0,0.0,0,inf,0.0,0.0,0.0,215479284
