team_id,team_display_name,cust_id,display_name,oldi_rating,avg_lap,laps_complete,avg_lap_valid,laps_complete_valid,speed,time,time_valid,percentage
-249688,,318720,Michele Sangalli,7190,220.2048,50,216.48755,40,226.64732271948205,11010.24,8659.502,51.0
-249688,,387312,Gianpaolo Filippo Cristini,5007,219.1317,49,216.09106578947367,38,227.06317556600317,10737.4533,8211.4605,49.0
-306596,,245246,Alberto García Blasco,6138,220.5943,55,216.7229311111111,45,226.40116280286148,12132.6865,9752.5319,56.0
-306596,,637180,Hugo González Aranda,5471,221.336,43,216.841440625,32,226.27742865098392,9517.448,6938.9261,43.0
-254304,,532015,Winston Ekkel,3766,220.5254,54,216.95260714285715,42,226.1614840945019,11908.371599999999,9112.0095,55.0
-254304,,363812,Vincent Aussems,3898,220.3241,44,217.0866942857143,35,226.02179175948183,9694.2604,7598.0343,44.0
-272942,,23801,Sean D Campbell,7312,220.2794,68,215.31094468085104,47,227.88587771202037,14978.9992,10119.614399999999,69.0
-272942,,626628,Drew Swank,3970,223.9039,30,218.2041227272727,22,224.86432885104853,6717.117,4800.490699999999,30.0
-140500,,347125,Ben Dutton,4300,220.8516,58,216.32693571428572,42,226.81559948875,12809.3928,9085.731300000001,59.0
-140500,,347464,Jens Kaiser,4181,220.7911,40,217.02254333333332,30,226.08860285190343,8831.644,6510.676299999999,40.0
-261365,,512050,Alberto Gazapo,6679,220.6309,48,216.6442027777778,36,226.48343680781363,10590.2832,7799.1913,48.0
-261365,,266382,Tobi Soriano,7941,222.4049,30,216.59953043478262,23,226.53014764671295,6672.147,4981.7892,30.0
-261365,,310141,Cristian Streitemberger,5107,220.8409,20,217.1603,14,225.9451824739605,4416.818,3040.2442,20.0
-298629,,857815,Lemi Mischke,1921,223.6645,67,218.38207446808514,47,224.68109495301397,14985.5215,10263.957500000002,68.0
-298629,,507322,Lukas Brinkmeier,3071,225.5189,30,219.6835111111111,18,223.35005190618668,6765.567,3954.3032,30.0
-201381,,415746,Sito Ferrer,3631,224.33,57,218.10653488372094,43,224.9649403478842,12786.810000000001,9378.581,58.0
-201381,,528821,Ivan Spitz,2870,223.9467,40,218.2683827586207,29,224.79812691818776,8957.868,6329.783100000001,40.0
-279040,,686915,Nick Kerstens,2451,225.4298,37,217.88006666666666,24,225.1987727021686,8340.9026,5229.1216,37.0
-279040,,427545,Marnix Heijster,3465,223.5978,30,217.95066666666665,18,225.12582484843668,6707.934,3923.1119999999996,30.0
-279040,,604599,Daan Pepels,2033,225.4612,30,219.6381,23,223.39623047913818,6763.835999999999,5051.6763,30.0
-53704,,611888,Milo Speelman,2483,224.0364,50,218.70657272727271,33,224.3477322045815,11201.82,7217.3169,51.0
-53704,,380152,Zachary Livengood,2783,224.3309,47,219.90340625,32,223.1267102512197,10543.552300000001,7036.909,47.0
-109804,,299849,Vicente Lara,2492,224.4632,40,219.15542333333335,30,223.8882472690196,8978.528,6574.662700000001,40.0
-109804,,335781,Mike R,2337,222.0383,29,219.62692608695653,23,223.40759616229047,6439.1107,5051.4193000000005,29.0
-109804,,292820,Juanjo Gragera,2495,222.4805,28,219.23195,20,223.81009524204845,6229.454,4384.639,28.0
-164695,,375623,Oliver Konert,4174,220.5689,50,217.4241789473684,38,225.67096192865202,11028.445000000002,8262.1188,51.0
-164695,,512418,Niklas Röder,2092,239.1687,44,220.14451666666665,30,222.88233362584324,10523.4228,6604.335499999999,44.0
-303752,,324079,Patrick Szilvasi,4954,223.5753,30,217.8857625,24,225.19288569669624,6707.259,5229.2582999999995,30.0
-303752,,555223,Gianni Pirone,3621,220.7775,20,217.40240625,16,225.69356271602908,4415.55,3478.4385,20.0
-303752,,705991,Juan Roldán,2888,0.0,2,0.0,0,inf,0.0,0.0,2.0
-302108,,685974,Philip W Ansell,5386,222.4375,20,217.0579214285714,14,226.05175285319666,4448.75,3038.8108999999995,20.0
-302108,,767621,Max Vos,3483,222.9595,3,218.5923,1,224.46501367888987,668.8785,218.5923,3.0
